tenure,InternetService_Fiber optic,Contract_Two year,PaymentMethod_Electronic check,OnlineBackup_No internet service,TechSupport_No internet service,StreamingMovies_No internet service,DeviceProtection_No internet service,StreamingTV_No internet service,InternetService_No,OnlineSecurity_No internet service,TotalCharges,MonthlyCharges,PaperlessBilling,Churn
58,True,False,True,False,False,False,False,False,False,False,5812.6,98.7,1,1
53,False,False,False,False,False,False,False,False,False,False,2546.85,46.3,1,0
70,True,True,False,False,False,False,False,False,False,False,6944.5,99.35,1,0
14,True,False,True,False,False,False,False,False,False,False,1346.3,95.8,1,0
22,False,False,False,False,False,False,False,False,False,False,1544.05,67.5,1,1
10,True,False,False,False,False,False,False,False,False,False,765.15,78.15,1,0
29,False,True,False,True,True,True,True,True,True,True,692.55,26.1,0,0
1,True,False,True,False,False,False,False,False,False,False,69.6,69.6,1,1
49,False,False,True,False,False,False,False,False,False,False,4059.35,84.35,0,1
68,True,False,True,False,False,False,False,False,False,False,6851.65,100.2,1,1
1,True,False,True,False,False,False,False,False,False,False,78.05,78.05,0,1
30,False,False,False,False,False,False,False,False,False,False,1187.05,40.35,1,0
72,False,True,False,False,False,False,False,False,False,False,5401.9,79.2,0,0
10,False,False,False,True,True,True,True,True,True,True,247.0,20.9,1,0
7,True,False,True,False,False,False,False,False,False,False,520.0,73.6,0,1
9,True,False,True,False,False,False,False,False,False,False,706.6,74.75,1,1
1,False,False,False,False,False,False,False,False,False,False,49.9,49.9,0,0
20,False,False,False,False,False,False,False,False,False,False,1370.35,68.9,1,0
1,False,False,False,True,True,True,True,True,True,True,20.25,20.25,1,0
29,True,False,False,False,False,False,False,False,False,False,2215.25,76.0,1,0
1,True,False,True,False,False,False,False,False,False,False,74.0,74.0,0,0
3,True,False,False,False,False,False,False,False,False,False,214.4,82.3,1,0
20,True,False,False,False,False,False,False,False,False,False,1871.15,89.4,1,0
64,True,False,False,False,False,False,False,False,False,False,6171.2,99.15,1,0
1,False,False,False,True,True,True,True,True,True,True,20.2,20.2,1,1
6,False,False,False,False,False,False,False,False,False,False,161.45,29.45,0,0
50,False,True,True,True,True,True,True,True,True,True,1013.2,19.8,0,0
6,False,False,False,False,False,False,False,False,False,False,336.7,59.15,1,0
7,False,False,True,False,False,False,False,False,False,False,333.65,44.75,0,0
72,True,True,False,False,False,False,False,False,False,False,6511.8,90.8,1,0
8,False,False,False,False,False,False,False,False,False,False,393.45,49.55,1,0
67,True,True,False,False,False,False,False,False,False,False,7009.5,106.7,0,0
24,True,False,True,False,False,False,False,False,False,False,2264.05,93.55,1,1
72,True,True,False,False,False,False,False,False,False,False,6921.7,94.45,1,0
33,False,False,False,True,True,True,True,True,True,True,600.25,19.45,1,0
2,False,False,True,False,False,False,False,False,False,False,56.35,25.05,1,1
70,False,True,False,False,False,False,False,False,False,False,4664.15,67.95,0,0
22,False,False,False,False,False,False,False,False,False,False,1441.8,65.25,0,0
59,True,False,False,False,False,False,False,False,False,False,5623.7,99.45,1,0
36,False,False,False,True,True,True,True,True,True,True,695.85,20.35,1,0
51,False,True,False,True,True,True,True,True,True,True,1028.75,19.95,0,0
53,False,False,False,False,False,False,False,False,False,False,4155.95,77.4,0,0
20,False,False,False,True,True,True,True,True,True,True,395.6,19.7,0,0
63,True,True,False,False,False,False,False,False,False,False,6330.4,99.7,0,0
40,True,False,False,False,False,False,False,False,False,False,2971.7,74.8,0,0
35,False,False,False,True,True,True,True,True,True,True,638.0,19.15,1,0
26,True,False,False,False,False,False,False,False,False,False,2034.25,78.95,0,0
27,True,False,True,False,False,False,False,False,False,False,2510.2,95.55,1,1
53,False,False,False,False,False,False,False,False,False,False,3419.5,62.85,0,0
34,True,False,False,False,False,False,False,False,False,False,2427.35,71.55,0,0
19,True,False,True,False,False,False,False,False,False,False,1760.25,94.95,1,0
43,True,False,False,False,False,False,False,False,False,False,3551.65,86.1,1,0
6,False,False,False,True,True,True,True,True,True,True,122.9,19.55,0,0
56,False,True,False,True,True,True,True,True,True,True,1424.2,24.8,1,0
57,False,False,True,False,False,False,False,False,False,False,2111.45,39.3,1,1
34,True,False,False,False,False,False,False,False,False,False,2909.95,84.05,1,0
10,False,False,True,False,False,False,False,False,False,False,374.0,36.25,0,0
1,False,False,False,True,True,True,True,True,True,True,20.25,20.25,1,1
13,False,False,True,False,False,False,False,False,False,False,300.8,23.9,1,1
56,True,False,True,False,False,False,False,False,False,False,5581.05,98.6,0,0
55,True,False,False,False,False,False,False,False,False,False,5676.65,103.65,1,0
36,False,True,False,False,False,False,False,False,False,False,3379.25,92.9,1,0
47,False,False,False,True,True,True,True,True,True,True,942.95,19.9,0,0
12,False,False,False,True,True,True,True,True,True,True,232.4,20.1,1,0
1,True,False,True,False,False,False,False,False,False,False,85.45,85.45,1,1
24,True,False,True,False,False,False,False,False,False,False,2088.45,80.5,1,0
63,True,False,False,False,False,False,False,False,False,False,6137.0,99.9,0,1
35,False,False,True,False,False,False,False,False,False,False,1434.6,39.85,1,0
67,False,False,False,False,False,False,False,False,False,False,3870.0,60.5,0,0
25,True,False,True,False,False,False,False,False,False,False,2043.45,84.8,1,1
21,True,False,False,False,False,False,False,False,False,False,2215.0,103.85,0,0
13,False,False,False,False,False,False,False,False,False,False,842.25,67.8,0,0
35,True,False,True,False,False,False,False,False,False,False,2576.2,75.2,1,1
71,False,True,False,True,True,True,True,True,True,True,1901.0,24.85,0,0
29,False,False,False,True,True,True,True,True,True,True,601.6,19.35,0,0
71,False,True,True,False,False,False,False,False,False,False,3515.25,49.35,0,1
7,True,False,True,False,False,False,False,False,False,False,605.45,89.0,1,0
57,False,False,True,False,False,False,False,False,False,False,3094.05,55.0,1,0
65,False,True,False,False,False,False,False,False,False,False,4929.55,76.15,0,0
27,False,False,False,True,True,True,True,True,True,True,595.05,20.3,0,0
6,True,False,True,False,False,False,False,False,False,False,469.8,74.9,1,1
72,True,True,False,False,False,False,False,False,False,False,8436.25,117.35,1,0
1,False,False,False,True,True,True,True,True,True,True,19.75,19.75,1,0
11,False,False,False,False,False,False,False,False,False,False,492.0,45.2,0,0
39,False,True,False,True,True,True,True,True,True,True,987.95,25.2,0,0
59,True,False,True,False,False,False,False,False,False,False,5496.9,89.75,1,0
26,False,False,False,False,False,False,False,False,False,False,1908.35,75.0,0,0
2,False,False,False,False,False,False,False,False,False,False,107.1,49.95,0,0
72,False,True,False,False,False,False,False,False,False,False,4575.35,65.7,0,0
65,False,False,False,False,False,False,False,False,False,False,4309.55,67.05,0,0
72,True,True,False,False,False,False,False,False,False,False,7922.75,110.9,0,0
6,True,False,False,False,False,False,False,False,False,False,522.35,87.95,1,0
32,False,False,False,True,True,True,True,True,True,True,587.7,19.8,0,0
50,False,False,False,False,False,False,False,False,False,False,3876.2,75.7,0,0
61,False,True,False,False,False,False,False,False,False,False,3778.85,62.15,1,0
15,True,False,True,False,False,False,False,False,False,False,1457.25,101.25,1,1
72,True,True,False,False,False,False,False,False,False,False,8349.45,115.15,0,0
9,False,False,False,True,True,True,True,True,True,True,185.6,18.95,1,1
1,False,False,False,True,True,True,True,True,True,True,19.5,19.5,0,0
12,True,False,True,False,False,False,False,False,False,False,1066.9,86.55,1,0
37,False,False,False,False,False,False,False,False,False,False,973.55,28.6,0,1
61,False,False,False,True,True,True,True,True,True,True,1226.45,20.4,0,0
18,False,False,False,True,True,True,True,True,True,True,342.3,19.8,0,0
21,False,False,False,False,False,False,False,False,False,False,985.05,45.65,0,0
68,False,True,False,False,False,False,False,False,False,False,3948.45,56.4,1,0
12,True,False,False,False,False,False,False,False,False,False,828.05,73.3,1,0
2,False,False,True,False,False,False,False,False,False,False,41.85,24.35,0,1
62,True,False,True,False,False,False,False,False,False,False,6164.7,101.35,1,0
29,True,False,True,False,False,False,False,False,False,False,2862.75,98.65,0,1
1,False,False,False,False,False,False,False,False,False,False,33.6,33.6,0,0
5,True,False,False,False,False,False,False,False,False,False,343.95,79.9,1,1
1,False,False,True,True,True,True,True,True,True,True,20.7,20.7,0,0
62,True,True,True,False,False,False,False,False,False,False,6590.5,104.05,1,0
36,False,True,False,True,True,True,True,True,True,True,717.95,20.25,0,0
28,True,False,True,False,False,False,False,False,False,False,2890.65,103.3,1,1
69,False,False,False,False,False,False,False,False,False,False,4885.85,73.7,0,0
11,True,False,False,False,False,False,False,False,False,False,1222.05,96.2,1,1
63,True,False,True,False,False,False,False,False,False,False,6871.7,108.75,1,0
23,False,False,False,True,True,True,True,True,True,True,405.6,20.15,0,0
10,False,False,False,True,True,True,True,True,True,True,208.25,19.75,0,0
71,False,True,False,True,True,True,True,True,True,True,1801.9,25.95,1,0
45,False,False,True,False,False,False,False,False,False,False,3062.45,70.05,1,0
70,False,True,False,True,True,True,True,True,True,True,1764.75,24.05,0,0
22,True,False,True,False,False,False,False,False,False,False,1816.75,84.75,1,0
52,False,True,False,True,True,True,True,True,True,True,1255.1,23.05,0,0
55,True,False,True,False,False,False,False,False,False,False,5743.05,104.15,1,1
65,False,True,False,False,False,False,False,False,False,False,3921.1,59.95,0,0
72,False,True,False,True,True,True,True,True,True,True,1463.45,19.55,0,0
10,False,False,False,True,True,True,True,True,True,True,189.45,19.6,0,0
7,False,False,False,True,True,True,True,True,True,True,96.8,20.05,0,0
5,True,False,True,False,False,False,False,False,False,False,408.5,85.55,1,0
24,False,True,False,False,False,False,False,False,False,False,1846.65,78.6,0,0
72,True,True,False,False,False,False,False,False,False,False,8456.75,116.8,1,0
21,False,False,False,False,False,False,False,False,False,False,1011.5,43.55,1,0
69,False,False,False,False,False,False,False,False,False,False,4263.4,60.8,1,0
44,False,False,False,False,False,False,False,False,False,False,2549.1,54.9,1,0
61,False,False,True,False,False,False,False,False,False,False,3965.05,65.2,1,0
24,True,False,False,False,False,False,False,False,False,False,2496.7,102.95,1,1
1,True,False,True,False,False,False,False,False,False,False,90.6,90.6,0,1
6,False,False,False,False,False,False,False,False,False,False,288.05,50.8,1,1
4,True,False,True,False,False,False,False,False,False,False,368.1,90.05,1,1
72,True,True,True,False,False,False,False,False,False,False,7840.6,108.2,1,0
72,False,True,False,False,False,False,False,False,False,False,6632.75,92.0,0,0
14,True,False,True,False,False,False,False,False,False,False,1013.35,75.1,1,0
7,False,False,False,True,True,True,True,True,True,True,152.95,25.05,1,0
48,True,False,True,False,False,False,False,False,False,False,3772.65,75.15,0,0
55,False,False,False,True,True,True,True,True,True,True,1026.35,19.5,0,0
1,False,False,False,True,True,True,True,True,True,True,19.3,19.3,0,0
45,True,False,False,False,False,False,False,False,False,False,5031.85,112.2,0,0
3,True,False,False,False,False,False,False,False,False,False,220.4,70.3,1,0
71,False,True,False,True,True,True,True,True,True,True,1416.5,19.6,0,0
8,False,False,False,True,True,True,True,True,True,True,158.35,20.25,0,0
3,True,False,True,False,False,False,False,False,False,False,256.6,75.85,1,1
69,False,True,False,False,False,False,False,False,False,False,5542.55,80.65,0,0
1,True,False,True,False,False,False,False,False,False,False,68.5,68.5,1,1
72,True,True,False,False,False,False,False,False,False,False,8443.7,115.75,1,0
11,True,False,True,False,False,False,False,False,False,False,791.75,73.5,1,1
71,False,True,False,False,False,False,False,False,False,False,5708.2,80.6,0,0
1,True,False,False,False,False,False,False,False,False,False,69.95,69.95,1,1
33,False,True,False,False,False,False,False,False,False,False,2016.3,59.55,0,0
16,False,False,False,True,True,True,True,True,True,True,326.65,19.05,0,0
56,True,False,True,False,False,False,False,False,False,False,5471.75,95.65,0,0
1,False,False,False,True,True,True,True,True,True,True,19.95,19.95,0,0
5,False,False,True,False,False,False,False,False,False,False,346.4,70.05,1,1
57,False,False,False,True,True,True,True,True,True,True,1061.6,19.4,0,0
56,False,False,False,False,False,False,False,False,False,False,1971.5,36.1,1,0
8,True,False,True,False,False,False,False,False,False,False,773.65,94.0,1,1
22,False,False,False,False,False,False,False,False,False,False,1422.05,61.15,0,1
1,False,False,False,True,True,True,True,True,True,True,19.75,19.75,0,0
40,False,False,False,False,False,False,False,False,False,False,2460.35,64.1,1,0
46,False,True,False,True,True,True,True,True,True,True,856.5,19.75,0,0
63,False,True,False,True,True,True,True,True,True,True,1275.85,19.7,0,0
68,True,True,True,False,False,False,False,False,False,False,7467.5,110.2,1,0
69,True,True,False,False,False,False,False,False,False,False,7261.75,106.35,1,0
56,True,False,True,False,False,False,False,False,False,False,5116.6,90.55,0,0
10,False,False,False,False,False,False,False,False,False,False,660.05,65.9,1,0
63,True,False,False,False,False,False,False,False,False,False,6590.8,104.5,0,0
24,False,True,False,False,False,False,False,False,False,False,1208.15,52.5,1,0
19,False,False,False,False,False,False,False,False,False,False,1033.9,56.1,1,0
22,True,False,True,False,False,False,False,False,False,False,1885.15,88.75,1,0
29,True,False,True,False,False,False,False,False,False,False,2467.1,84.45,1,1
13,False,False,False,False,False,False,False,False,False,False,989.45,75.3,1,1
70,False,True,False,True,True,True,True,True,True,True,2006.95,26.0,1,0
49,True,False,True,False,False,False,False,False,False,False,5025.0,99.4,0,0
43,True,False,False,False,False,False,False,False,False,False,4830.25,109.55,1,1
3,False,False,False,True,True,True,True,True,True,True,59.75,19.6,1,1
42,False,False,True,False,False,False,False,False,False,False,3088.25,73.15,0,0
57,False,False,False,False,False,False,False,False,False,False,3134.7,54.65,1,0
2,False,False,False,False,False,False,False,False,False,False,94.55,66.4,0,1
72,True,True,False,False,False,False,False,False,False,False,8312.4,115.55,1,0
46,True,False,True,False,False,False,False,False,False,False,4863.85,104.45,1,0
66,True,False,False,False,False,False,False,False,False,False,6871.9,100.05,1,1
62,True,False,True,False,False,False,False,False,False,False,6529.25,102.0,0,1
72,False,True,False,False,False,False,False,False,False,False,6637.9,91.15,1,0
35,True,False,True,False,False,False,False,False,False,False,3165.6,89.7,1,0
17,True,False,False,False,False,False,False,False,False,False,1454.15,90.2,0,1
72,False,True,True,False,False,False,False,False,False,False,6786.1,92.4,1,0
28,False,False,False,True,True,True,True,True,True,True,543.0,19.9,0,0
56,False,True,False,True,True,True,True,True,True,True,1327.15,25.15,1,1
31,True,False,False,False,False,False,False,False,False,False,2404.15,79.85,1,1
45,False,False,False,True,True,True,True,True,True,True,867.3,18.85,0,0
1,False,False,False,True,True,True,True,True,True,True,25.75,25.75,1,0
2,False,False,False,False,False,False,False,False,False,False,114.7,49.6,1,1
6,False,False,False,True,True,True,True,True,True,True,109.5,20.95,1,0
48,True,False,True,False,False,False,False,False,False,False,4692.95,97.05,1,0
25,False,False,False,True,True,True,True,True,True,True,546.85,25.4,1,0
64,False,True,False,True,True,True,True,True,True,True,1274.05,19.7,1,0
50,False,False,False,False,False,False,False,False,False,False,1782.4,35.0,1,0
52,True,False,False,False,False,False,False,False,False,False,5301.1,101.25,0,0
4,True,False,True,False,False,False,False,False,False,False,280.35,70.2,1,0
32,True,False,True,False,False,False,False,False,False,False,2897.95,90.95,0,0
45,False,True,False,False,False,False,False,False,False,False,3371.0,73.85,0,0
9,True,False,True,False,False,False,False,False,False,False,801.3,88.05,1,0
66,True,False,False,False,False,False,False,False,False,False,6975.25,105.95,1,1
3,True,False,True,False,False,False,False,False,False,False,257.05,91.85,0,1
54,False,True,False,True,True,True,True,True,True,True,1079.45,20.1,0,0
1,False,False,True,False,False,False,False,False,False,False,40.1,40.1,0,1
64,True,True,False,False,False,False,False,False,False,False,6997.3,110.3,0,0
31,True,False,True,False,False,False,False,False,False,False,2217.15,73.9,1,1
14,True,False,False,False,False,False,False,False,False,False,1129.1,89.8,1,1
12,True,False,False,False,False,False,False,False,False,False,979.05,85.15,1,0
67,False,False,False,False,False,False,False,False,False,False,4119.4,60.95,1,0
35,False,False,True,False,False,False,False,False,False,False,2568.55,72.25,0,1
45,False,True,False,False,False,False,False,False,False,False,3349.1,73.55,0,0
10,False,False,False,False,False,False,False,False,False,False,492.1,46.0,0,0
29,False,False,False,False,False,False,False,False,False,False,1718.95,58.55,1,0
24,False,False,False,True,True,True,True,True,True,True,605.25,24.6,0,0
66,False,True,False,True,True,True,True,True,True,True,1344.5,19.75,1,0
51,True,False,False,False,False,False,False,False,False,False,4267.15,86.35,0,0
45,False,True,False,True,True,True,True,True,True,True,1121.05,25.5,0,0
49,False,False,False,True,True,True,True,True,True,True,918.7,19.0,0,0
29,False,True,False,True,True,True,True,True,True,True,521.8,19.55,1,0
40,True,False,False,False,False,False,False,False,False,False,4469.1,110.1,1,0
37,True,False,True,False,False,False,False,False,False,False,3580.3,96.55,1,1
25,True,False,True,False,False,False,False,False,False,False,1729.35,69.75,0,0
22,False,False,True,False,False,False,False,False,False,False,1073.3,50.6,1,0
72,False,True,False,False,False,False,False,False,False,False,4566.5,65.6,1,0
7,False,False,False,False,False,False,False,False,False,False,293.3,40.1,1,1
33,False,True,False,False,False,False,False,False,False,False,2603.1,82.1,0,0
23,True,False,False,False,False,False,False,False,False,False,1783.75,79.1,1,0
24,True,False,True,False,False,False,False,False,False,False,2440.15,101.25,1,1
1,True,False,True,False,False,False,False,False,False,False,79.55,79.55,0,1
69,False,True,False,False,False,False,False,False,False,False,6322.1,90.65,0,0
3,False,False,False,True,True,True,True,True,True,True,57.4,20.55,1,0
56,False,False,False,False,False,False,False,False,False,False,4284.65,75.75,1,0
65,True,False,False,False,False,False,False,False,False,False,7138.65,110.0,1,0
71,False,False,True,True,True,True,True,True,True,True,1539.75,20.85,0,0
14,True,False,False,False,False,False,False,False,False,False,1058.1,80.35,1,0
2,True,False,True,False,False,False,False,False,False,False,123.8,70.15,1,0
32,True,False,True,False,False,False,False,False,False,False,2781.85,84.05,0,1
40,False,False,True,False,False,False,False,False,False,False,2731.0,67.45,0,0
1,False,False,False,True,True,True,True,True,True,True,20.75,20.75,0,0
1,True,False,True,False,False,False,False,False,False,False,89.1,89.1,1,1
7,True,False,False,False,False,False,False,False,False,False,497.3,69.9,1,0
15,False,False,True,False,False,False,False,False,False,False,711.15,51.1,1,0
17,True,False,True,False,False,False,False,False,False,False,1607.2,94.4,0,1
19,True,False,True,False,False,False,False,False,False,False,1490.95,78.25,1,1
71,False,True,False,True,True,True,True,True,True,True,1898.1,25.55,0,0
54,False,True,False,False,False,False,False,False,False,False,3273.95,60.0,0,0
31,True,False,False,False,False,False,False,False,False,False,2929.75,90.55,1,0
11,True,False,True,False,False,False,False,False,False,False,838.7,76.4,0,0
18,True,False,True,False,False,False,False,False,False,False,1443.65,84.95,1,0
72,True,True,False,False,False,False,False,False,False,False,7746.7,110.1,1,0
71,True,False,False,False,False,False,False,False,False,False,6951.15,99.65,1,0
5,False,False,False,False,False,False,False,False,False,False,214.75,45.4,0,0
38,False,False,False,False,False,False,False,False,False,False,2669.45,69.0,0,0
5,False,False,False,False,False,False,False,False,False,False,235.2,48.65,1,0
2,False,False,True,False,False,False,False,False,False,False,92.65,44.15,1,1
52,False,True,False,False,False,False,False,False,False,False,3103.25,59.85,0,0
8,True,False,True,False,False,False,False,False,False,False,606.25,75.75,1,1
68,False,True,True,False,False,False,False,False,False,False,5330.2,80.65,1,0
69,False,False,False,True,True,True,True,True,True,True,1403.1,20.55,1,0
42,False,False,False,False,False,False,False,False,False,False,2727.8,66.4,1,0
50,True,True,False,False,False,False,False,False,False,False,5038.45,100.2,1,0
1,False,False,False,True,True,True,True,True,True,True,19.1,19.1,1,1
1,True,False,True,False,False,False,False,False,False,False,80.3,80.3,1,1
33,False,False,False,False,False,False,False,False,False,False,1462.6,44.55,1,0
7,False,False,False,True,True,True,True,True,True,True,150.6,20.35,0,0
64,True,False,True,False,False,False,False,False,False,False,5960.5,91.8,1,0
1,True,False,True,False,False,False,False,False,False,False,74.9,74.9,1,1
59,False,True,False,True,True,True,True,True,True,True,1192.3,20.2,1,0
6,False,False,True,False,False,False,False,False,False,False,314.55,50.35,0,0
3,False,False,False,True,True,True,True,True,True,True,56.0,18.8,0,0
15,False,False,False,True,True,True,True,True,True,True,330.8,20.45,0,0
13,False,False,True,False,False,False,False,False,False,False,877.35,64.75,1,0
23,True,False,False,False,False,False,False,False,False,False,2249.1,98.7,1,0
31,True,False,True,False,False,False,False,False,False,False,2807.65,89.45,0,0
29,False,False,True,False,False,False,False,False,False,False,1696.2,58.75,1,0
49,False,False,False,True,True,True,True,True,True,True,1032.05,20.7,0,0
56,True,False,False,False,False,False,False,False,False,False,4902.8,85.6,1,0
63,False,True,False,False,False,False,False,False,False,False,4995.35,80.3,1,0
63,False,True,False,False,False,False,False,False,False,False,5034.05,79.8,0,0
24,True,False,True,False,False,False,False,False,False,False,1857.75,79.85,1,0
36,False,False,False,False,False,False,False,False,False,False,1992.85,54.1,0,0
9,True,False,True,False,False,False,False,False,False,False,751.65,80.85,1,1
3,False,False,True,False,False,False,False,False,False,False,66.95,24.75,0,1
21,False,False,False,False,False,False,False,False,False,False,1714.95,80.9,0,0
13,False,False,False,True,True,True,True,True,True,True,343.6,24.5,0,0
1,False,False,False,True,True,True,True,True,True,True,20.15,20.15,1,0
25,False,False,False,True,True,True,True,True,True,True,520.1,20.05,0,0
71,False,True,False,True,True,True,True,True,True,True,1387.45,19.6,1,0
66,True,False,False,False,False,False,False,False,False,False,7383.7,114.3,1,0
45,True,False,True,False,False,False,False,False,False,False,4483.95,100.3,1,0
22,True,False,False,False,False,False,False,False,False,False,1706.45,80.0,1,0
67,False,False,False,True,True,True,True,True,True,True,1327.4,20.85,1,0
68,True,True,False,False,False,False,False,False,False,False,5974.3,89.95,1,0
0,False,True,False,True,True,True,True,True,True,True,20.0,20.0,0,0
49,True,False,False,False,False,False,False,False,False,False,4515.85,90.85,1,1
4,False,False,False,False,False,False,False,False,False,False,179.85,48.75,0,0
63,False,False,False,False,False,False,False,False,False,False,5040.2,80.0,0,0
2,True,False,False,False,False,False,False,False,False,False,165.0,79.7,0,1
21,False,False,False,True,True,True,True,True,True,True,422.7,20.35,1,0
55,False,True,False,False,False,False,False,False,False,False,3046.4,57.55,0,1
1,False,False,False,True,True,True,True,True,True,True,20.25,20.25,1,0
17,False,True,False,True,True,True,True,True,True,True,358.05,19.4,0,0
30,True,False,False,False,False,False,False,False,False,False,2936.25,100.4,1,0
22,False,False,False,False,False,False,False,False,False,False,1271.8,57.95,1,0
9,False,False,False,False,False,False,False,False,False,False,530.05,59.5,1,0
1,False,False,False,True,True,True,True,True,True,True,19.2,19.2,0,0
21,True,False,True,False,False,False,False,False,False,False,1808.7,86.5,1,1
19,False,False,True,False,False,False,False,False,False,False,1144.6,59.55,0,0
69,True,False,True,False,False,False,False,False,False,False,7446.9,103.95,1,1
1,False,False,True,False,False,False,False,False,False,False,25.1,25.1,1,1
72,True,True,False,False,False,False,False,False,False,False,7556.9,103.95,1,0
70,False,True,False,False,False,False,False,False,False,False,4858.7,68.95,0,0
66,True,False,False,False,False,False,False,False,False,False,6595.0,103.1,1,0
7,False,False,True,False,False,False,False,False,False,False,149.05,24.7,1,0
46,True,False,True,False,False,False,False,False,False,False,4972.1,110.2,1,0
39,False,False,False,False,False,False,False,False,False,False,1880.85,48.95,1,1
32,False,False,False,False,False,False,False,False,False,False,2045.55,62.45,0,0
24,True,False,True,False,False,False,False,False,False,False,2187.15,89.55,1,0
6,True,False,False,False,False,False,False,False,False,False,477.55,83.55,1,1
37,False,False,False,False,False,False,False,False,False,False,2976.95,78.9,1,0
8,False,False,False,True,True,True,True,True,True,True,178.7,20.35,0,0
72,False,True,False,False,False,False,False,False,False,False,5025.85,71.45,1,0
71,False,True,False,False,False,False,False,False,False,False,3353.4,46.35,0,0
16,True,False,False,False,False,False,False,False,False,False,1461.15,94.65,1,0
57,False,False,False,False,False,False,False,False,False,False,2782.4,49.9,1,0
66,False,False,False,True,True,True,True,True,True,True,1699.15,25.45,0,0
17,True,False,True,False,False,False,False,False,False,False,1496.9,89.15,1,1
21,False,False,False,True,True,True,True,True,True,True,452.2,20.75,0,0
66,False,True,False,False,False,False,False,False,False,False,4428.45,66.1,1,0
17,False,False,False,False,False,False,False,False,False,False,1322.55,75.4,1,0
1,True,False,False,False,False,False,False,False,False,False,70.45,70.45,1,1
58,False,False,False,False,False,False,False,False,False,False,3563.8,60.3,0,1
8,False,False,False,True,True,True,True,True,True,True,139.75,21.05,0,0
27,False,False,False,False,False,False,False,False,False,False,1927.3,69.35,0,0
34,True,False,False,False,False,False,False,False,False,False,3000.25,88.85,0,0
30,True,False,False,False,False,False,False,False,False,False,3021.3,97.0,1,0
33,False,False,False,False,False,False,False,False,False,False,2245.4,66.4,1,0
1,False,False,True,False,False,False,False,False,False,False,24.75,24.75,0,1
14,False,False,False,False,False,False,False,False,False,False,944.65,69.2,0,0
16,True,False,False,False,False,False,False,False,False,False,1264.2,79.5,1,0
49,True,True,False,False,False,False,False,False,False,False,4917.75,100.65,0,0
19,True,False,True,False,False,False,False,False,False,False,2012.7,103.3,0,1
70,False,True,False,False,False,False,False,False,False,False,5743.3,79.7,0,0
32,False,False,False,False,False,False,False,False,False,False,1864.65,61.4,0,0
18,True,False,True,False,False,False,False,False,False,False,1221.65,69.8,1,0
37,False,True,False,False,False,False,False,False,False,False,1390.85,40.55,1,0
4,True,False,True,False,False,False,False,False,False,False,302.35,75.65,1,0
16,True,False,True,False,False,False,False,False,False,False,1374.9,90.7,0,0
17,True,False,False,False,False,False,False,False,False,False,1336.9,80.5,1,0
19,False,False,True,False,False,False,False,False,False,False,1297.8,60.6,1,0
60,True,True,False,False,False,False,False,False,False,False,6067.4,101.15,0,0
51,False,True,False,True,True,True,True,True,True,True,1222.25,24.95,1,0
28,False,True,False,True,True,True,True,True,True,True,487.95,20.3,1,0
43,False,True,True,False,False,False,False,False,False,False,2548.55,60.0,1,0
42,False,True,True,True,True,True,True,True,True,True,835.5,20.25,0,0
3,True,False,True,False,False,False,False,False,False,False,242.05,78.5,1,1
1,False,False,False,False,False,False,False,False,False,False,44.75,44.75,0,0
3,False,False,False,True,True,True,True,True,True,True,63.75,19.85,0,1
63,True,True,False,False,False,False,False,False,False,False,6218.45,98.0,0,0
3,True,False,True,False,False,False,False,False,False,False,260.9,79.9,1,1
68,True,False,True,False,False,False,False,False,False,False,7320.9,107.7,1,0
30,True,False,True,False,False,False,False,False,False,False,2967.35,99.7,1,1
60,True,True,True,False,False,False,False,False,False,False,6333.8,104.7,0,0
15,False,False,False,False,False,False,False,False,False,False,939.7,58.6,1,1
45,True,False,False,False,False,False,False,False,False,False,4200.25,93.9,1,0
70,False,True,False,False,False,False,False,False,False,False,5950.2,86.45,0,0
10,True,False,True,False,False,False,False,False,False,False,1037.75,98.5,1,1
4,False,False,False,True,True,True,True,True,True,True,93.4,19.4,0,0
1,False,False,False,False,False,False,False,False,False,False,50.45,50.45,1,1
68,False,True,False,True,True,True,True,True,True,True,1614.9,24.95,1,0
22,True,False,False,False,False,False,False,False,False,False,1573.95,75.0,0,0
38,True,False,True,False,False,False,False,False,False,False,3624.3,94.65,1,1
1,True,False,False,False,False,False,False,False,False,False,100.25,100.25,1,1
18,True,False,True,False,False,False,False,False,False,False,1468.75,78.2,0,0
29,True,False,True,False,False,False,False,False,False,False,2607.6,94.2,1,0
16,True,False,True,False,False,False,False,False,False,False,1422.1,88.45,1,1
1,True,False,True,False,False,False,False,False,False,False,69.85,69.85,1,1
12,True,False,False,False,False,False,False,False,False,False,858.6,81.7,0,1
31,False,False,True,False,False,False,False,False,False,False,1523.4,50.05,1,0
4,True,False,True,False,False,False,False,False,False,False,324.3,79.9,1,1
48,False,False,False,False,False,False,False,False,False,False,3435.6,69.55,1,0
15,False,False,False,True,True,True,True,True,True,True,399.6,25.4,1,1
50,True,False,False,False,False,False,False,False,False,False,4549.45,90.1,1,0
7,False,False,False,False,False,False,False,False,False,False,322.5,44.65,1,0
41,True,False,False,False,False,False,False,False,False,False,3273.55,83.75,1,1
68,True,True,False,False,False,False,False,False,False,False,5375.15,80.35,0,0
26,True,False,False,False,False,False,False,False,False,False,2510.7,98.1,1,0
